0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,8.0,8.0,8.0,16.0,16.0,16.0,25.0,25.0,25.0
158.20,158.47,158.14,149.05,135.97,131.77,114.31,138.03,120.29,119.26,99.34,80.11,57.47,49.95,66.86,24.63,27.67,48.48
159.51,161.33,159.94,149.94,137.09,130.45,111.32,135.20,118.59,115.85,94.01,75.26,52.31,43.27,58.60,19.40,23.13,41.07
125.86,135.07,134.76,127.17,115.39,123.91,103.93,131.23,109.21,120.62,106.69,96.05,81.49,70.40,80.01,48.53,39.96,69.29
